"","Taxa_lvl1","Taxa_lvl2","Taxa_lvl3","Taxa_lvl4","Taxa_lvl5","Lowest_Common_Taxon_Name","Lowest_Common_Taxon_lvl","...8","...9","...10","Scientific_Name","Lowest_Taxonomic_Resolution","Habitat","Habitat_2","Trophic_Level","Trophic_Category","Trophic_Category_2","Diet","Diet_Source","Diet_Source_2","Mean_Harvest_Time","SD_Harvest_Time","HT_Source","X"
"229","Marine Invertebrates","Marine Invertebrates","Clam","Horse Clam","Horse Clam","Clam","Taxa_lvl3","Only 1987 and 1985 surveys have only to this degree, others more detailed",NA,NA,"Tresus capax","Species","Nearshore","Nearshore",2,"Primary Consumer","Herbivore","Both species of horse clams are filter feeders, feeding on suspended diatoms, flagellates, dinoflagellates and fine detritus (Reid 1969, Haderlie and Abbott 1980) .","A Review of the Biology and Fisheries of Horse Clams (dfo-mpo.gc.ca)",NA,NA,NA,NA,230
"230","Marine Invertebrates","Marine Invertebrates","Clam","Pacific Littleneck Clam","Pacific Littleneck Clam","Clam","Taxa_lvl3","Only 1987 and 1985 surveys have only to this degree, others more detailed",NA,NA,"Leukoma staminea","Species","Nearshore","Nearshore",2,"Primary Consumer","Herbivore","Littleneck clams have four highly-specialized gills, two on each side. The gills are used for filter feeding; they strain suspended food particles from the water. Postlarval clams can feed only on particles less than 10mm in diameter—primarily benthic diatoms and perhaps sedimentary bacteria","Littleneck Clam Species Profile, Alaska Department of Fish and Game",NA,NA,NA,NA,231
"231","Marine Invertebrates","Marine Invertebrates","Clam","Pinkneck Clam","Pinkneck Clam","Clam","Taxa_lvl3","Only 1987 and 1985 surveys have only to this degree, others more detailed",NA,NA,"Spisula polynyma","Species","Nearshore","Nearshore",2,"Primary Consumer","Herbivore","based on general clam filter feeding diet, hard to find species specific info",NA,NA,NA,NA,NA,232
"232","Marine Invertebrates","Marine Invertebrates","Clam","Razor Clam","Razor Clam","Clam","Taxa_lvl3","Only 1987 and 1985 surveys have only to this degree, others more detailed",NA,NA,"Siliqua patula","Species","Nearshore","Nearshore",2,"Primary Consumer","Herbivore","Razor clams feed on a variety of phytoplankton, such as diatoms and dinoflagellates. These include: Pleurosigma, Ceratium, Stephanopyxis sp., Attheya armatus, Asterionellopsis, and Thalassiosira.","https://www.dfw.state.or.us/mrp/shellfish/razorclams/#:~:text=Razor%20clams%20feed%20on%20a,armatus%2C%20Asterionellopsis%2C%20and%20Thalassiosira.",NA,NA,NA,NA,233
"233","Marine Invertebrates","Marine Invertebrates","Clam","Unknown Clam","Unknown Clam","Clam","Taxa_lvl3","Only 1987 and 1985 surveys have only to this degree, others more detailed",NA,"all clams are primary consumers, so classifying by that for trophic group","Clam","NTG","Nearshore","Nearshore",2,"Primary Consumer","Herbivore","based on clams in general",NA,NA,NA,NA,NA,234
"234","Marine Invertebrates","Marine Invertebrates","Cockle","Basket Cockle","Basket Cockle","Cockle","Taxa_lvl3","Only 1987, 1985, 1983 surveys have only to this degree, others more detailed (1984 more detailed)",NA,NA,"Clinocardium nuttallii","Species","Nearshore","Nearshore",2,"Primary Consumer","Herbivore","based on general cockle feeding","Cockle - an overview | ScienceDirect Topics",NA,NA,NA,NA,NA
"235","Marine Invertebrates","Marine Invertebrates","Cockle","Cockle","Cockle","Cockle","Taxa_lvl3","Only 1987, 1985, 1983 surveys have only to this degree, others more detailed (1984 more detailed)",NA,NA,"Cardiidae","Family","Nearshore","Nearshore",2,"Primary Consumer","Herbivore","based on general cockle feeding","Cockle - an overview | ScienceDirect Topics",NA,NA,NA,NA,216
"236","Marine Invertebrates","Marine Invertebrates","Cockle","Heart Cockle","Heart Cockle","Cockle","Taxa_lvl3","Only 1987, 1985, 1983 surveys have only to this degree, others more detailed (1984 more detailed)",NA,NA,"Corculum cardissa","Species","Nearshore","Nearshore",2,"Primary Consumer","Herbivore","based on general cockle feeding","Cockle - an overview | ScienceDirect Topics",NA,NA,NA,NA,NA
"237","Marine Invertebrates","Marine Invertebrates","Cockle","Unknown Cockle","Unknown Cockle","Cockle","Taxa_lvl3","Only 1987, 1985, 1983 surveys have only to this degree, others more detailed (1984 more detailed)",NA,NA,"Cardiidae","Family","Nearshore","Nearshore",2,"Primary Consumer","Herbivore","based on general cockle feeding","Cockle - an overview | ScienceDirect Topics",NA,NA,NA,NA,235
"238","Marine Invertebrates","Marine Invertebrates","Crab","King Crab","Blue King Crab","King Crab","Taxa_lvl4","surveys in 1990+ have more detail",NA,NA,"Paralithodes platypus","Species","Marine","Marine",2.5,"Omnivore (pp/pc)","Omnivore","Food eaten by king crabs varies by species, size, and depth inhabited. King crabs are known to eat a wide assortment of marine life including worms, clams, mussels, snails, brittle stars, sea stars, sea urchins, sand dollars, barnacles, crabs, other crustaceans, fish parts, sponges, and algae.","Blue King Crab Species Profile, Alaska Department of Fish and Game",NA,NA,NA,NA,NA
"239","Marine Invertebrates","Marine Invertebrates","Crab","Box Crab","Box Crab","Box Crab","Taxa_lvl4",NA,NA,"I think brown box crab? Is a type of king crab…","Lopholithodes foraminatus","Species","Marine","Marine",2.5,"Omnivore (pp/pc)","Omnivore","Little is known about the feeding habits of box crab. It was postulated that box crab, like
other crab, probably feed mainly on invertebrates (Kato, 1992), and may feed by filtering
sediment (Jensen 1995).","2018-0626-13_isor_att3.pdf",NA,NA,NA,NA,254
"240","Marine Invertebrates","Marine Invertebrates","Crab","King Crab","Brown King Crab","King Crab","Taxa_lvl4","surveys in 1990+ have more detail",NA,"also known as golden king crab","Lithodes aequispinus","Species","Marine","Marine",2.5,"Omnivore (pp/pc)","Omnivore","Golden king crab eat a wide assortment of marine life including worms, clams, mussels, snails, brittle stars, sea stars, sea urchins, sand dollars, barnacles, crabs, other crustaceans, fish parts, sponges, and algae. Crabs have a strong sense of smell, helping them to find prey which they then grasp with their claws prior to consumption","Golden King Crab Species Profile, Alaska Department of Fish and Game",NA,NA,NA,NA,NA
"241","Marine Invertebrates","Marine Invertebrates","Crab","Unknown Crab","Unknown Crab","Unknown Crab","Taxa_lvl4",NA,"use most common",NA,"Brachyura","Infraorder","Marine","Marine",3,"Secondary Consumer","Predator","dungeness crab is the most harvested (based on estiamted lbs harvested) so using that…??",NA,NA,NA,NA,NA,240
"242","Marine Invertebrates","Marine Invertebrates","Crab","Dungeness Crab","Dungeness Crab","Dungeness Crab","Taxa_lvl4",NA,NA,NA,"Metacarcinus magister","Species","Nearshore","Nearshore",3,"Secondary Consumer","Predator","Dungeness crab foraging behavior coincides with their habitat. These crab scavenge along the sea floor for organisms that live partly or completely buried in the sand. They are both scavengers and predators, and their diet can include bivalves, worms, shrimp, fish, and small crab","Dungeness Crab Species Profile, Alaska Department of Fish and Game",NA,NA,NA,NA,236
"243","Marine Invertebrates","Marine Invertebrates","Crab","King Crab","King Crab","King Crab","Taxa_lvl4","surveys in 1990+ have more detail",NA,NA,"Lithodidae","Family","Marine","Marine",2.5,"Omnivore (pp/pc)","Omnivore","based on diet of king crab species",NA,NA,NA,NA,NA,222
"244","Marine Invertebrates","Marine Invertebrates","Crab","King Crab","Red King Crab","King Crab","Taxa_lvl4","surveys in 1990+ have more detail",NA,NA,"Paralithodes camtschaticus","Species","Marine","Marine",2.5,"Omnivore (pp/pc)","Omnivore","Smaller crabs eat algae, small worms, small clams, and other small animals. Larger crabs eat a much wider range of items including worms, clams, mussels, barnacles, crabs, fish, sea stars, sand dollars, and brittle stars","Red King Crab | NOAA Fisheries",NA,NA,NA,NA,NA
"245","Marine Invertebrates","Marine Invertebrates","Crab","King Crab","Unknown King Crab","King Crab","Taxa_lvl4","surveys in 1990+ have more detail",NA,NA,"Lithodidae","Family","Marine","Marine",2.5,"Omnivore (pp/pc)","Omnivore","based on diet of king crab species",NA,NA,NA,NA,NA,237
"246","Marine Invertebrates","Marine Invertebrates","Crab","Tanner Crab","Unknown Tanner Crab","Tanner Crab","Taxa_lvl4",NA,NA,"2 species: Chionoecetes bairdi and C. opilio","Chionoecetes","Genus","Marine","Marine",3,"Secondary Consumer","Predator","Tanner crabs feed on a wide assortment of marine life including worms, clams, mussels, snails, crabs, other crustaceans, and fish parts","Tanner Crab Species Profile, Alaska Department of Fish and Game",NA,NA,NA,NA,239
"247","Marine Invertebrates","Marine Invertebrates","Crab","Tanner Crab","Tanner Crab","Tanner Crab","Taxa_lvl4",NA,NA,"2 species: Chionoecetes bairdi and C. opilio","Chionoecetes","Genus","Marine","Marine",3,"Secondary Consumer","Predator","Tanner crabs feed on a wide assortment of marine life including worms, clams, mussels, snails, crabs, other crustaceans, and fish parts","Tanner Crab Species Profile, Alaska Department of Fish and Game",NA,NA,NA,NA,223
"248","Marine Invertebrates","Marine Invertebrates","Crab","Tanner Crab","Tanner Crab, Bairdi","Tanner Crab","Taxa_lvl4",NA,NA,NA,"Chionoecetes bairdi","Species","Marine","Marine",3,"Secondary Consumer","Predator","Tanner crabs feed on a wide assortment of marine life including worms, clams, mussels, snails, crabs, other crustaceans, and fish parts","Tanner Crab Species Profile, Alaska Department of Fish and Game",NA,NA,NA,NA,238
"249","Marine Invertebrates","Marine Invertebrates","Limpet","Limpet","Limpet","Limpet","Taxa_lvl5",NA,NA,NA,"Gastropoda","Class","Nearshore","Nearshore",2,"Primary Consumer","Herbivore","Branch (1981) pointed out that most limpets are generalist grazers, feeding on any microflora or detritus available on the rock surface. Yet, some species specialise on particular macroalgae. Even though most of the species analysed are generalist grazers, others show trophic dependence with specific algae","Limpet - an overview | ScienceDirect Topics",NA,NA,NA,NA,217
"250","Marine Invertebrates","Marine Invertebrates","Mussel","Blue Mussel","Blue Mussel","Mussel","Taxa_lvl3",NA,NA,NA,"Mytilus edulis","Species","Nearshore","Nearshore",2,"Primary Consumer","Herbivore","Mussels feed by filtering plankton, bacteria, or bits of organic material from the water.","The Blue Mussel In Maine | Department of Marine Resources",NA,NA,NA,NA,NA
"251","Marine Invertebrates","Marine Invertebrates","Mussel","Mussel","Mussel","Mussel","Taxa_lvl3",NA,"green mussels as well -- yakutat","what other mussel species are harvested for subsistence?","Mussel","NTG","Nearshore","Nearshore",2,"Primary Consumer","Herbivore","based on mussels being filter feeders",NA,NA,NA,NA,NA,218
"252","Marine Invertebrates","Marine Invertebrates","Mussel","Unknown Mussel","Unknown Mussel","Mussel","Taxa_lvl3",NA,"green mussels as well -- yakutat","what other mussel species are harvested for subsistence?","Mussel","NTG","Nearshore","Nearshore",2,"Primary Consumer","Herbivore","based on mussels being filter feeders",NA,NA,NA,NA,NA,242
"253","Marine Invertebrates","Marine Invertebrates","Octopus","Octopus","Octopus","Octopus","Taxa_lvl5",NA,NA,"8 species of octopus found in alaska, belong to 3 different genera. Most common is the giant pacific octopus (Enteroctopus dofleini), little is known about the other species of octopus.. file:///C:/Users/MARIEG~1/AppData/Local/Temp/MicrosoftEdgeDownloads/7af646ef-1fc0-4109-8156-f412b9f56ec4/22_Assessment_of_the_Octopus_Stock_Complex_in_the_.pdf","Octopoda","Order","Marine","Marine",3,"Secondary Consumer","Predator","The Giant Pacific Octopus is carnivorous; its diet includes shrimp, crab, scallop, clam, lobster, fish, and soft bodied prey. They have been known to scavenge larger fish and birds. They have excellent eyesight. Basing off the giant octopus, as it is most common in alaska, and little is known about other octopus species in Alaska. In general nearly all octopus are predatory","Giant Pacific Octopus Species Profile, Alaska Department of Fish and Game",NA,NA,NA,NA,243
"254","Marine Invertebrates","Marine Invertebrates","Oyster","Oyster","Oyster","Oyster","Taxa_lvl5",NA,NA,"there are 2 species of oyster in AK. E.g, pacific oyster (Crassostrea), olympia oyster (Ostrea lurida). https://repository.library.noaa.gov/view/noaa/40787","Ostreidae","Family","Marine","Marine",2,"Primary Consumer","Herbivore","based on general oyster/bivalve diet",NA,NA,NA,NA,NA,224
"255","Marine Invertebrates","Marine Invertebrates","Oyster","Unknown Oyster","Unknown Oyster","Oyster","Taxa_lvl5",NA,NA,"there are 2 species of oyster in AK. E.g, pacific oyster (Crassostrea), olympia oyster (Ostrea lurida). https://repository.library.noaa.gov/view/noaa/40787","Ostreidae","Family","Marine","Marine",2,"Primary Consumer","Herbivore","based on general oyster/bivalve diet",NA,NA,NA,NA,NA,245
"256","Marine Invertebrates","Marine Invertebrates","Scallop","Rock Scallops","Rock Scallops","Scallop","Taxa_lvl3","surveys in 1990+ have more detail",NA,"likely the purple hinged rock scallop, native to alaska","Crassadoma gigantea","Species","Marine","Marine",2,"Primary Consumer","Herbivore","filter feeder on phytoplankton, detritus etc from water column","purple-hinge rock scallop _WRAC technical report 2022.pdf (washington.edu)",NA,NA,NA,NA,NA
"257","Marine Invertebrates","Marine Invertebrates","Scallop","Scallop","Scallop","Scallop","Taxa_lvl3","surveys in 1990+ have more detail",NA,NA,"Pectinidae","Family","Marine","Marine",2,"Primary Consumer","Herbivore","based on other scallop diet",NA,NA,NA,NA,NA,219
"258","Marine Invertebrates","Marine Invertebrates","Scallop","Unknown Scallop","Unknown Scallop","Scallop","Taxa_lvl3","surveys in 1990+ have more detail",NA,NA,"Pectinidae","Family","Marine","Marine",2,"Primary Consumer","Herbivore","based on other scallop diet",NA,NA,NA,NA,NA,256
"259","Marine Invertebrates","Marine Invertebrates","Scallop","Weathervane Scallop","Weathervane Scallop","Scallop","Taxa_lvl3","surveys in 1990+ have more detail",NA,NA,"Patinopecten caurinus","Species","Marine","Marine",2,"Primary Consumer","Herbivore"," Veliger larvae swim in the water column and feed on microplankton (small free-floating plants) for a period of about three weeks before settling to the bottom to begin life as a benthic (bottom-dwelling) filter feeder","Weathervane Scallop Species Profile, Alaska Department of Fish and Game",NA,NA,NA,NA,246
"260","Marine Invertebrates","Marine Invertebrates","Sea Cucumber","Sea Cucumber","Sea Cucumber","Sea Cucumber","Taxa_lvl3","surveys in 1990+ have more detail",NA,"principle species harvested for subsistence is Parastichopus californicus or Apostichopus californicus (seems to go by both names). https://www.adfg.alaska.gov/techpap/tp190.pdf. But there may be other species of sea cucumber that could be harvested for subsistence in the region...","Apostichopus californicus","Species","Nearshore","Nearshore",2.5,"Omnivore (pp/pc)","Omnivore","This species is an epifaunal deposit feeder, feeding on organic detritus and small organisms and acting as a “bioturbator” that reworks and redistributes sediment in the process of feeding.","Red Sea Cucumber Species Profile, Alaska Department of Fish and Game",NA,NA,NA,NA,220
"261","Marine Invertebrates","Marine Invertebrates","Sea Cucumber","Unknown Sea Cucumber","Unknown Sea Cucumber","Sea Cucumber","Taxa_lvl3","surveys in 1990+ have more detail",NA,"principle species harvested for subsistence is Parastichopus californicus or Apostichopus californicus (seems to go by both names). https://www.adfg.alaska.gov/techpap/tp190.pdf. But there may be other species of sea cucumber that could be harvested for subsistence in the region...","Apostichopus californicus","Species","Nearshore","Nearshore",2.5,"Omnivore (pp/pc)","Omnivore","This species is an epifaunal deposit feeder, feeding on organic detritus and small organisms and acting as a “bioturbator” that reworks and redistributes sediment in the process of feeding.","Red Sea Cucumber Species Profile, Alaska Department of Fish and Game",NA,NA,NA,NA,247
"262","Marine Invertebrates","Marine Invertebrates","Sea Cucumber","Yein Sea Cucumber","Yein Sea Cucumber","Sea Cucumber","Taxa_lvl3","surveys in 1990+ have more detail",NA,"yein in the tlingit name for sea cucumber, focusing on the main subsistence species","Apostichopus californicus","Species","Nearshore","Nearshore",2.5,"Omnivore (pp/pc)","Omnivore","This species is an epifaunal deposit feeder, feeding on organic detritus and small organisms and acting as a “bioturbator” that reworks and redistributes sediment in the process of feeding.","Red Sea Cucumber Species Profile, Alaska Department of Fish and Game",NA,NA,NA,NA,NA
"263","Marine Invertebrates","Marine Invertebrates","Sea Urchin","Green Sea Urchin","Green Sea Urchin","Sea Urchin","Taxa_lvl3","surveys in 1990+ have more detail",NA,NA,"Strongylocentrotus droebachiensis","Species","Nearshore","Nearshore",2,"Primary Consumer","Herbivore","As they crawl along the ocean floor, they scrape fine algae off of hard substrate with their teeth, and also feed on kelp and other seaweeds","Green Sea Urchin (dfo-mpo.gc.ca)",NA,NA,NA,NA,NA
"264","Marine Invertebrates","Marine Invertebrates","Sea Urchin","Red Sea Urchin","Red Sea Urchin","Sea Urchin","Taxa_lvl3","surveys in 1990+ have more detail",NA,NA,"Strongylocentrotus franciscanus","Species","Nearshore","Nearshore",2,"Primary Consumer","Herbivore","Red sea urchin larvae feed on microorganisms using cilia to sweep them into their mouths. As juveniles, sea urchins feed on diatoms and smaller food. Adults feed primarily on kelp (especially Nereocystis or Macrocystis) but can eat sessile invertebrates.","Red Sea Urchin Species Profile, Alaska Department of Fish and Game",NA,NA,NA,NA,NA
"265","Marine Invertebrates","Marine Invertebrates","Sea Urchin","Sea Urchin","Sea Urchin","Sea Urchin","Taxa_lvl3","surveys in 1990+ have more detail",NA,NA,"Strongylocentrotus","Genus","Nearshore","Nearshore",2,"Primary Consumer","Herbivore","based on two sea urchin diets",NA,NA,NA,NA,NA,221
"266","Marine Invertebrates","Marine Invertebrates","Sea Urchin","Unknown Sea Urchin","Unknown Sea Urchin","Sea Urchin","Taxa_lvl3","surveys in 1990+ have more detail",NA,NA,"Strongylocentrotus","Genus","Nearshore","Nearshore",2,"Primary Consumer","Herbivore","based on two sea urchin diets",NA,NA,NA,NA,NA,248
"267","Marine Invertebrates","Marine Invertebrates","Shrimp","Shrimp","Shrimp","Shrimp","Taxa_lvl5",NA,NA,"5 species of shrimp found in AK: Sidestriped Shrimp (Pandalopsis dispar); Northern Shrimp (Pandalus eous); Coonstripe shrimp (pandalus hypsinotus); Spot shrimp (Pandalus platyceros); Humpy shrimp (Pandalus goniurus)","Pandalidae","Family","Marine","Marine",2.5,"Omnivore (pp/pc)","Omnivore","Larval shrimp feed on plankton. Juvenile and adult shrimp are opportunistic in their feeding habits. They will eat worms, diatoms, algae, smaller invertebrates, and dead organic matter. (Sidestriped shrimp). Like other large pandalid shrimp, coonstripe shrimp larvae drift freely with tides and currents and feed on plankton for a period after hatching. After they grow larger, they settle to the bottom as juveniles where they spend the remainder of their life. As omnivores, they eat a variety of foods collected by scavenging from dead animal and plant material or by preying on other small shrimp, amphipods, polychaete worms, and small crustaceans (coonstripe shrimp). Unlike their heavy-bodied cousins the spot shrimp (P. platyceros) and coonstripe shrimp (P. hypsinotus), northern shrimp migrate into the water column each night to feed on small crustaceans and other zooplankton. When targeting plankton, northern shrimp filter feed, capturing their prey by trapping it among their legs. During the day however, they typically forage in the bottom sediments on worms, small crustaceans, algae, and detritus (dead organic matter) (northern shrimp). Spot shrimp are opportunistic bottom feeders that tend to feed at night. They will eat a wide variety of items such as worms, diatoms, dead organic material, algae, small mollusks, sponges, and other shrimp. (spot shrimp)","Spot Shrimp Species Profile, Alaska Department of Fish and Game",NA,NA,NA,NA,249
"268","Marine Invertebrates","Marine Invertebrates","Squid","Squid","Squid","Squid","Taxa_lvl5",NA,NA,"many species of squid in alaska, 14 are managed by NOAA","Decapodiformes","Superorder","Marine","Marine",3,"Secondary Consumer","Predator","Squid mainly eat fish and crustaceans. They are also known to be cannibalistic and may feed on each other, especially when caught in nets. It is thought that squids can routinely eat 30% or more of their body weight in a day. They may increase in biomass by 10 to 15% per day in the first half of their life cycle.","Squid – Australian Antarctic Program (antarctica.gov.au)",NA,NA,NA,NA,251
"269","Marine Invertebrates","Marine Invertebrates","Starfish","Starfish","Starfish","Starfish","Taxa_lvl5",NA,NA,"many species of starfish https://apps-afsc.fisheries.noaa.gov/pubs/posters/pdfs/Seastars_of_AK_3-posters-combined.pdf","Asteroidea","Class","Nearshore","Nearshore",2.5,"Omnivore (pp/pc)","Omnivore","Although clams are often the favorite prey of starfish, some varieties prefer to feed on plankton, or even dead marine organisms","Starfish: Wildlife Notebook Series - Alaska Department of Fish and Game",NA,NA,NA,NA,NA
"270","Marine Invertebrates","Marine Invertebrates","Unknown Marine Invertebrates","Unknown Marine Invertebrates","Unknown Marine Invertebrates","Unknown Marine Mammals","Taxa_lvl5","only in the 1983 and 1987 surveys","use most common",NA,"Marine Invertebrates","NTG","Marine","not all are marine..",2.5,"Omnivore (pp/pc)","Omnivore","most common/average trophic level of marine invertebrates in database",NA,NA,NA,NA,NA,NA
"271","Marine Invertebrates","Marine Invertebrates","Whelk","Whelk","Whelk","Whelk","Taxa_lvl5","only in 1984 surveys",NA,"not sure what species are in alaska","Buccinidae","Family","Nearshore","Marine",3,"Secondary Consumer","Predator","The animal feeds on other mollusks through its long proboscis; some also kill fishes and crustaceans caught in commercial traps.","Whelk | Edible, Gastropod, Shellfish | Britannica",NA,NA,NA,NA,252
"272","Marine Mammals","Marine Mammals","Sea Otter","Sea Otter","Sea Otter","Sea Otter","Taxa_lvl5","Always down to lowest level",NA,"likely the northern sea otter","Enhydra lutris kenyoni","Subspecies","Marine","Marine",3.5,"Omnivore (pc/sc)","Predator","Their main prey species include sea urchins, crabs, clams, mussels, octopus, fish, and other marine invertebrates. Sea otter teeth are adapted for crushing hard-shelled invertebrates such as clams, urchins, and crabs.","Northern Sea Otter Species Profile, Alaska Department of Fish and Game",NA,NA,NA,NA,115
"273","Marine Mammals","Marine Mammals","Seal","Seal","Fur Seal","Seal","Taxa_lvl4","haines and klukwan 1983 only to seal.. all other to species",NA,NA,"Callorhinus ursinus","Species","Marine","Marine",4.5,"Omnivore (high level generalist)","Predator","Fur seals feed mainly at night and may dive to depths of 600 feet (180 m) in search of small schooling fish and squid. Seals eat a wide variety of prey; over 60 species have been identified from the contents of their stomachs. Food types change as the seals migrate, principally determined by the changing abundance of prey. Near the Pribilof Islands they feed on pollock, herring, capelin, and squid","Northern Fur Seal Species Profile, Alaska Department of Fish and Game",NA,NA,NA,NA,NA
"274","Marine Mammals","Marine Mammals","Seal","Seal","Harbor Seal","Seal","Taxa_lvl4","haines and klukwan 1983 only to seal.. all other to species",NA,NA,"Phoca vitulina","Species","Marine","Marine",4.5,"Omnivore (high level generalist)","Predator","Harbor seals are opportunistic feeders and likely take advantage of seasonally available prey resources. In Alaska, commonly eaten prey include walleye pollock, Pacific cod, capelin, eulachon, Pacific herring, sandlance, Pacific salmon, sculpin, flatfish (e.g., flounder and sole), octopus, and squid","Harbor Seal Species Profile, Alaska Department of Fish and Game",NA,NA,NA,NA,113
"275","Marine Mammals","Marine Mammals","Seal","Seal","Unknown Seal","Seal","Taxa_lvl4","haines and klukwan 1983 only to seal.. all other to species",NA,"4 arctic seal species, only harbor and fur seal were in the SE alaska db (but no fur seal were harvested); only harbor seal and fur seal are in range around SE alaska, however these two seals are in different families… so going to order","Carnivora","Order","Marine","Marine",4.5,"Omnivore (high level generalist)","Predator","based on harbor seal, only seal type harvested",NA,NA,NA,NA,NA,114
"276","Marine Mammals","Marine Mammals","Seal","Seal","Seal","Seal","Taxa_lvl4","haines and klukwan 1983 only to seal.. all other to species",NA,"4 arctic seal species, only harbor and fur seal were in the SE alaska db (but no fur seal were harvested); only harbor seal and fur seal are in range around SE alaska, however these two seals are in different families… so going to order","Carnivora","Order","Marine","Marine",4.5,"Omnivore (high level generalist)","Predator","based on harbor seal, only seal type harvested",NA,NA,NA,NA,NA,111
"277","Marine Mammals","Marine Mammals","Seal","Seal","Unknown Seal Oil","Seal","Taxa_lvl4","haines and klukwan 1983 only to seal.. all other to species",NA,"4 arctic seal species, only harbor and fur seal were in the SE alaska db (but no fur seal were harvested); only harbor seal and fur seal are in range around SE alaska, however these two seals are in different families… so going to order","Carnivora","Order","Marine","Marine",4.5,"Omnivore (high level generalist)","Predator","based on harbor seal, only seal type harvested",NA,NA,NA,NA,NA,NA
"278","Marine Mammals","Marine Mammals","Stellar Sea Lion","Stellar Sea Lion","Stellar Sea Lion","Stellar Sea Lion","Taxa_lvl5","Always down to lowest level",NA,NA,"Eumetopias jubatus","Species","Marine","Marine",4.5,"Omnivore (high level generalist)","Predator","From this work we know that Steller sea lions are generalist marine predators with a diet of fishes and cephalopods that tends to be predictable by season and region, with the occasional meal of bird or true seal for variety. Some prey are generally available year-round, such as walleye Pollock, Atka mackerel, arrowtooth flounder and cephalopods, while others are targeted by sea lions when they become seasonally abundant, such as Pacific herring, Pacific salmon, Pacific cod, eulachon and capelin. Western Alaska diets are dominated by Atka mackerel and walleye pollock and eastern diets feature walleye pollock, Pacific cod, flatfish, rockfish and forage fish.","Steller Sea Lion Species Profile, Alaska Department of Fish and Game",NA,NA,NA,NA,116
"279","Marine Mammals","Marine Mammals","Unknown Marine Mammals","Unknown Marine Mammals","Unknown Marine Mammals","Unknown Marine Mammals","Taxa_lvl5","Always down to lowest level","use most common",NA,"Marine Mammals","NTG","Marine","Marine",4.5,"Omnivore (high level generalist)","Predator","based on more common trophic level of marine mammals",NA,NA,NA,NA,NA,NA
"280","Marine Mammals","Marine Mammals","Walrus","Walrus","Walrus","Walrus","Taxa_lvl5","Always down to lowest level",NA,"pacific walrus - not in se ak","Odobenus rosmarus divergens","Species","Marine","Marine",3.5,"Omnivore (pc/sc)","Predator","Prey items include, clams, snails, worms, sea cucumbers, and tunicates. Except for their tusks, walrus teeth are flat; as a result, walruses eat by sucking food into their mouths using the powerful suction created by pulling their piston-like tongue back quickly. Walruses suck out the soft parts of clams and snails leaving the shells to fall to the sea floor. Some walruses, mostly males, are known to occasionally prey on seals and seabirds.","Pacific Walrus Species Profile, Alaska Department of Fish and Game",NA,NA,NA,NA,120
"281","Marine Mammals","Marine Mammals","Whale","Whale","Belukha","Belukha","Taxa_lvl5","Always down to lowest level",NA,"not in SE alaska","Delphinapterus leucas","Species","Marine","Marine",3.5,"Omnivore (pc/sc)","Predator","Belugas are generally considered to be opportunistic feeders. Fish species make up a large part of their diet including herring, capelin, smelt, cod, salmon, flatfish, sculpin, lingcod, and eulachon. They will also feed on octopus, squid, shrimp, crab, clams, mussels, snails, and sandworms","Beluga Whale Species Profile, Alaska Department of Fish and Game",NA,NA,NA,NA,117
"282","Marine Mammals","Marine Mammals","Whale","Whale","Bowhead","Bowhead","Taxa_lvl5","Always down to lowest level",NA,NA,"Balaena mysticetus","Species","Marine","Marine",3,"Secondary Consumer","Predator","Bowhead whales are baleen whales, so they filter their food by straining huge volumes of ocean water through their baleen plates (like the teeth of a comb). Bowhead whales have the longest baleen plates of all whales and feed almost exclusively on marine invertebrates, including small to moderately sized crustaceans, such as shrimp-like euphausiids (i.e., krill) and copepods. They also ingest other invertebrates and small fish. ","Bowhead Whale | NOAA Fisheries",NA,NA,NA,NA,118
"283","Marine Mammals","Marine Mammals","Whale","Whale","Unknown Whale","Unknown Whale","Taxa_lvl5","Always down to lowest level",NA,NA,"Cetacea","Infraorder","Marine","Marine",3,"Secondary Consumer","Predator","based on bowhead because this is the only whale caught in SE ak",NA,NA,NA,NA,NA,119
"284","Vegetation","Vegetation","Berries","Berries","Berries","Berries","Taxa_lvl4","only surveys after 2012 have any further detail than this",NA,"all berries are primary producers","Berries","NTG","Terrestrial","Terrestrial",1,"Primary Producer","Primary Producer",NA,NA,NA,NA,NA,NA,257
"285","Vegetation","Vegetation","Berries","Berries","Blackberry","Berries","Taxa_lvl4","only surveys after 2012 have any further detail than this",NA,NA,"Rubus","Genus","Terrestrial","Terrestrial",1,"Primary Producer","Primary Producer",NA,NA,NA,NA,NA,NA,NA
"286","Vegetation","Vegetation","Berries","Berries","Blueberry","Berries","Taxa_lvl4","only surveys after 2012 have any further detail than this",NA,NA,"Vaccinium","Genus","Terrestrial","Terrestrial",1,"Primary Producer","Primary Producer",NA,NA,NA,NA,NA,NA,261
"287","Vegetation","Vegetation","Berries","Berries","Cloud Berry","Berries","Taxa_lvl4","only surveys after 2012 have any further detail than this",NA,NA,"Rubus chamaemorus","Species","Terrestrial","Terrestrial",1,"Primary Producer","Primary Producer",NA,NA,NA,NA,NA,NA,NA
