Conversion Factor,Region,Resource,Resource Code,Units,Project Name,Project ID
2.7,Southeast,Pink Salmon,114000000,Ind.,Southeast Timber 1985/1986,50
2,Southeast,Pink Salmon,114000000,Ind.,Southeast Harvest Update 1996,105
2.18,Southeast,Pink Salmon,114000000,Ind.,Southeast Harvest Update 1996,105
2.18,Southeast,Pink Salmon,114000000,Ind.,Prince of Wales 1997/1998,114
2.17,Southeast,Pink Salmon,114000000,Ind.,Prince of Wales 1998/1999,125
2.4893,Southeast,Pink Salmon,114000000,Ind.,Saxman 1999,133
2.4893,Southeast,Pink Salmon,114000000,Ind.,Saxman 1999/2000,133
2.49,Southeast,Pink Salmon,114000000,Ind.,Yakutat Household Survey 2000,137
2.5696,Southeast,Pink Salmon,114000000,Ind.,Alaska Peninsula Index Communities,210
2.5696,Southeast,Pink Salmon,114000000,Ind.,Index Communities Year 1,210
2.5696,Southeast,Pink Salmon,114000000,Ind.,Index Communities Year 2 (Southeast AK),210
2.5696,Southeast,Pink Salmon,114000000,Ind.,Southeast Index Communities,210
2.6061,Southeast,Pink Salmon,114000000,Ind.,Alaska Peninsula Index Communities,210
2.6061,Southeast,Pink Salmon,114000000,Ind.,Index Communities Year 1,210
2.6061,Southeast,Pink Salmon,114000000,Ind.,Index Communities Year 2 (Southeast AK),210
2.6061,Southeast,Pink Salmon,114000000,Ind.,Southeast Index Communities,210
2.555,Southeast,Pink Salmon,114000000,Ind.,Chilkat Chinook Salmon Ethnography,219
2.88261,Southeast,Pink Salmon,114000000,Ind.,Hoonah Lands Partnership,243
2.8032,Southeast,Pink Salmon,114000000,Ind.,NPRB Yakutat Comprehensive,251
3.5,Southeast,Pink Salmon [CF Retention],114000001,Ind.,Southeast Timber 1984/1985,13
2.2,Southeast,Pink Salmon [CF Retention],114000001,Ind.,Tongass Resource Use Cooperative Study 1987,15
2.8,Southeast,Pink Salmon [CF Retention],114000001,Ind.,Haines/Klukwan 1983,49
2.6,Southeast,Pink Salmon [CF Retention],114000001,Ind.,Southeast Timber 1985/1986,50
2.7,Southeast,Pink Salmon [CF Retention],114000001,Ind.,Southeast Timber 1985/1986,50
2,Southeast,Pink Salmon [CF Retention],114000001,Ind.,Southeast Harvest Update 1996,105
2.18,Southeast,Pink Salmon [CF Retention],114000001,Ind.,Southeast Harvest Update 1996,105
2.18,Southeast,Pink Salmon [CF Retention],114000001,Ind.,Prince of Wales 1997/1998,114
2,Southeast,Pink Salmon [CF Retention],114000001,Ind.,Prince of Wales 1998/1999,125
2.49,Southeast,Pink Salmon [CF Retention],114000001,Ind.,Yakutat Household Survey 2000,137
2.5696,Southeast,Pink Salmon [CF Retention],114000001,Ind.,Alaska Peninsula Index Communities,210
2.5696,Southeast,Pink Salmon [CF Retention],114000001,Ind.,Index Communities Year 1,210
2.5696,Southeast,Pink Salmon [CF Retention],114000001,Ind.,Index Communities Year 2 (Southeast AK),210
2.5696,Southeast,Pink Salmon [CF Retention],114000001,Ind.,Southeast Index Communities,210
2.6061,Southeast,Pink Salmon [CF Retention],114000001,Ind.,Alaska Peninsula Index Communities,210
2.6061,Southeast,Pink Salmon [CF Retention],114000001,Ind.,Index Communities Year 1,210
2.6061,Southeast,Pink Salmon [CF Retention],114000001,Ind.,Index Communities Year 2 (Southeast AK),210
2.6061,Southeast,Pink Salmon [CF Retention],114000001,Ind.,Southeast Index Communities,210
2.555,Southeast,Pink Salmon [CF Retention],114000001,Ind.,Chilkat Chinook Salmon Ethnography,219
2.88261,Southeast,Pink Salmon [CF Retention],114000001,Ind.,Hoonah Lands Partnership,243
2.8032,Southeast,Pink Salmon [CF Retention],114000001,Ind.,NPRB Yakutat Comprehensive,251
3,Southeast,Pink Salmon [Rod and Reel],114000002,Ind.,Southeast Timber 1984/1985,13
3.5,Southeast,Pink Salmon [Rod and Reel],114000002,Ind.,Southeast Timber 1984/1985,13
2.2,Southeast,Pink Salmon [Rod and Reel],114000002,Ind.,Tongass Resource Use Cooperative Study 1987,15
2.8,Southeast,Pink Salmon [Rod and Reel],114000002,Ind.,Haines/Klukwan 1983,49
2.6,Southeast,Pink Salmon [Rod and Reel],114000002,Ind.,Southeast Timber 1985/1986,50
2.7,Southeast,Pink Salmon [Rod and Reel],114000002,Ind.,Southeast Timber 1985/1986,50
2,Southeast,Pink Salmon [Rod and Reel],114000002,Ind.,Southeast Harvest Update 1996,105
2.18,Southeast,Pink Salmon [Rod and Reel],114000002,Ind.,Southeast Harvest Update 1996,105
2.18,Southeast,Pink Salmon [Rod and Reel],114000002,Ind.,Prince of Wales 1997/1998,114
2.17,Southeast,Pink Salmon [Rod and Reel],114000002,Ind.,Prince of Wales 1998/1999,125
2.49,Southeast,Pink Salmon [Rod and Reel],114000002,Ind.,Yakutat Household Survey 2000,137
2.5696,Southeast,Pink Salmon [Rod and Reel],114000002,Ind.,Alaska Peninsula Index Communities,210
2.5696,Southeast,Pink Salmon [Rod and Reel],114000002,Ind.,Index Communities Year 1,210
2.5696,Southeast,Pink Salmon [Rod and Reel],114000002,Ind.,Index Communities Year 2 (Southeast AK),210
2.5696,Southeast,Pink Salmon [Rod and Reel],114000002,Ind.,Southeast Index Communities,210
2.6061,Southeast,Pink Salmon [Rod and Reel],114000002,Ind.,Alaska Peninsula Index Communities,210
2.6061,Southeast,Pink Salmon [Rod and Reel],114000002,Ind.,Index Communities Year 1,210
2.6061,Southeast,Pink Salmon [Rod and Reel],114000002,Ind.,Index Communities Year 2 (Southeast AK),210
2.6061,Southeast,Pink Salmon [Rod and Reel],114000002,Ind.,Southeast Index Communities,210
2.555,Southeast,Pink Salmon [Rod and Reel],114000002,Ind.,Chilkat Chinook Salmon Ethnography,219
2.88261,Southeast,Pink Salmon [Rod and Reel],114000002,Ind.,Hoonah Lands Partnership,243
2.8032,Southeast,Pink Salmon [Rod and Reel],114000002,Ind.,NPRB Yakutat Comprehensive,251
3,Southeast,Pink Salmon [Other Gear],114000003,Ind.,Southeast Timber 1984/1985,13
3.5,Southeast,Pink Salmon [Other Gear],114000003,Ind.,Southeast Timber 1984/1985,13
2.2,Southeast,Pink Salmon [Other Gear],114000003,Ind.,Tongass Resource Use Cooperative Study 1987,15
2.8,Southeast,Pink Salmon [Other Gear],114000003,Ind.,Haines/Klukwan 1983,49
2.6,Southeast,Pink Salmon [Other Gear],114000003,Ind.,Southeast Timber 1985/1986,50
2.7,Southeast,Pink Salmon [Other Gear],114000003,Ind.,Southeast Timber 1985/1986,50
2,Southeast,Pink Salmon [Other Gear],114000003,Ind.,Southeast Harvest Update 1996,105
2.18,Southeast,Pink Salmon [Other Gear],114000003,Ind.,Southeast Harvest Update 1996,105
2.18,Southeast,Pink Salmon [Other Gear],114000003,Ind.,Prince of Wales 1997/1998,114
2.17,Southeast,Pink Salmon [Other Gear],114000003,Ind.,Prince of Wales 1998/1999,125
2.49,Southeast,Pink Salmon [Other Gear],114000003,Ind.,Yakutat Household Survey 2000,137
2.5696,Southeast,Pink Salmon [Other Gear],114000003,Ind.,Alaska Peninsula Index Communities,210
2.5696,Southeast,Pink Salmon [Other Gear],114000003,Ind.,Index Communities Year 1,210
2.5696,Southeast,Pink Salmon [Other Gear],114000003,Ind.,Index Communities Year 2 (Southeast AK),210
2.5696,Southeast,Pink Salmon [Other Gear],114000003,Ind.,Southeast Index Communities,210
2.6061,Southeast,Pink Salmon [Other Gear],114000003,Ind.,Alaska Peninsula Index Communities,210
2.6061,Southeast,Pink Salmon [Other Gear],114000003,Ind.,Index Communities Year 1,210
2.6061,Southeast,Pink Salmon [Other Gear],114000003,Ind.,Index Communities Year 2 (Southeast AK),210
2.6061,Southeast,Pink Salmon [Other Gear],114000003,Ind.,Southeast Index Communities,210
2.555,Southeast,Pink Salmon [Other Gear],114000003,Ind.,Chilkat Chinook Salmon Ethnography,219
2.88261,Southeast,Pink Salmon [Other Gear],114000003,Ind.,Hoonah Lands Partnership,243
2.8032,Southeast,Pink Salmon [Other Gear],114000003,Ind.,NPRB Yakutat Comprehensive,251
5,Southeast,Sockeye Salmon,115000000,Ind.,Southeast Timber 1984/1985,13
5.6,Southeast,Sockeye Salmon,115000000,Ind.,Southeast Timber 1984/1985,13
4.3,Southeast,Sockeye Salmon,115000000,Ind.,Tongass Resource Use Cooperative Study 1987,15
6,Southeast,Sockeye Salmon,115000000,Ind.,Haines/Klukwan 1983,49
5.5,Southeast,Sockeye Salmon,115000000,Ind.,Southeast Timber 1985/1986,50
5.6,Southeast,Sockeye Salmon,115000000,Ind.,Southeast Timber 1985/1986,50
4.74,Southeast,Sockeye Salmon,115000000,Ind.,Southeast Harvest Update 1996,105
5,Southeast,Sockeye Salmon,115000000,Ind.,Southeast Harvest Update 1996,105
4.74,Southeast,Sockeye Salmon,115000000,Ind.,Prince of Wales 1997/1998,114
4.51,Southeast,Sockeye Salmon,115000000,Ind.,Prince of Wales 1998/1999,125
4.4622,Southeast,Sockeye Salmon,115000000,Ind.,Saxman 1999,133
4.4622,Southeast,Sockeye Salmon,115000000,Ind.,Saxman 1999/2000,133
4.46,Southeast,Sockeye Salmon,115000000,Ind.,Yakutat Household Survey 2000,137
4.4622,Southeast,Sockeye Salmon,115000000,Ind.,Alaska Peninsula Index Communities,210
4.4622,Southeast,Sockeye Salmon,115000000,Ind.,Index Communities Year 1,210
4.4622,Southeast,Sockeye Salmon,115000000,Ind.,Index Communities Year 2 (Southeast AK),210
4.4622,Southeast,Sockeye Salmon,115000000,Ind.,Southeast Index Communities,210
4.6324,Southeast,Sockeye Salmon,115000000,Ind.,Alaska Peninsula Index Communities,210
4.6324,Southeast,Sockeye Salmon,115000000,Ind.,Index Communities Year 1,210
4.6324,Southeast,Sockeye Salmon,115000000,Ind.,Index Communities Year 2 (Southeast AK),210
4.6324,Southeast,Sockeye Salmon,115000000,Ind.,Southeast Index Communities,210
4.292,Southeast,Sockeye Salmon,115000000,Ind.,Chilkat Chinook Salmon Ethnography,219
4.1882415,Southeast,Sockeye Salmon,115000000,Ind.,Hoonah Lands Partnership,243
3.2264,Southeast,Sockeye Salmon,115000000,Ind.,NPRB Yakutat Comprehensive,251
5,Southeast,Sockeye Salmon [CF Retention],115000001,Ind.,Southeast Timber 1984/1985,13
5.6,Southeast,Sockeye Salmon [CF Retention],115000001,Ind.,Southeast Timber 1984/1985,13
4.3,Southeast,Sockeye Salmon [CF Retention],115000001,Ind.,Tongass Resource Use Cooperative Study 1987,15
6,Southeast,Sockeye Salmon [CF Retention],115000001,Ind.,Haines/Klukwan 1983,49
5.5,Southeast,Sockeye Salmon [CF Retention],115000001,Ind.,Southeast Timber 1985/1986,50
5.6,Southeast,Sockeye Salmon [CF Retention],115000001,Ind.,Southeast Timber 1985/1986,50
4.74,Southeast,Sockeye Salmon [CF Retention],115000001,Ind.,Southeast Harvest Update 1996,105
5,Southeast,Sockeye Salmon [CF Retention],115000001,Ind.,Southeast Harvest Update 1996,105
4.74,Southeast,Sockeye Salmon [CF Retention],115000001,Ind.,Prince of Wales 1997/1998,114
5,Southeast,Sockeye Salmon [CF Retention],115000001,Ind.,Prince of Wales 1998/1999,125
4.46,Southeast,Sockeye Salmon [CF Retention],115000001,Ind.,Yakutat Household Survey 2000,137
4.4622,Southeast,Sockeye Salmon [CF Retention],115000001,Ind.,Alaska Peninsula Index Communities,210
4.4622,Southeast,Sockeye Salmon [CF Retention],115000001,Ind.,Index Communities Year 1,210
4.4622,Southeast,Sockeye Salmon [CF Retention],115000001,Ind.,Index Communities Year 2 (Southeast AK),210
4.4622,Southeast,Sockeye Salmon [CF Retention],115000001,Ind.,Southeast Index Communities,210
4.6324,Southeast,Sockeye Salmon [CF Retention],115000001,Ind.,Alaska Peninsula Index Communities,210
4.6324,Southeast,Sockeye Salmon [CF Retention],115000001,Ind.,Index Communities Year 1,210
4.6324,Southeast,Sockeye Salmon [CF Retention],115000001,Ind.,Index Communities Year 2 (Southeast AK),210
4.6324,Southeast,Sockeye Salmon [CF Retention],115000001,Ind.,Southeast Index Communities,210
4.292,Southeast,Sockeye Salmon [CF Retention],115000001,Ind.,Chilkat Chinook Salmon Ethnography,219
4.1882415,Southeast,Sockeye Salmon [CF Retention],115000001,Ind.,Hoonah Lands Partnership,243
3.2264,Southeast,Sockeye Salmon [CF Retention],115000001,Ind.,NPRB Yakutat Comprehensive,251
5,Southeast,Sockeye Salmon [Rod and Reel],115000002,Ind.,Southeast Timber 1984/1985,13
5.6,Southeast,Sockeye Salmon [Rod and Reel],115000002,Ind.,Southeast Timber 1984/1985,13
4.3,Southeast,Sockeye Salmon [Rod and Reel],115000002,Ind.,Tongass Resource Use Cooperative Study 1987,15
6,Southeast,Sockeye Salmon [Rod and Reel],115000002,Ind.,Haines/Klukwan 1983,49
5.5,Southeast,Sockeye Salmon [Rod and Reel],115000002,Ind.,Southeast Timber 1985/1986,50
5.6,Southeast,Sockeye Salmon [Rod and Reel],115000002,Ind.,Southeast Timber 1985/1986,50
4.74,Southeast,Sockeye Salmon [Rod and Reel],115000002,Ind.,Southeast Harvest Update 1996,105
5,Southeast,Sockeye Salmon [Rod and Reel],115000002,Ind.,Southeast Harvest Update 1996,105
4.74,Southeast,Sockeye Salmon [Rod and Reel],115000002,Ind.,Prince of Wales 1997/1998,114
4.51,Southeast,Sockeye Salmon [Rod and Reel],115000002,Ind.,Prince of Wales 1998/1999,125
4.46,Southeast,Sockeye Salmon [Rod and Reel],115000002,Ind.,Yakutat Household Survey 2000,137
4.4622,Southeast,Sockeye Salmon [Rod and Reel],115000002,Ind.,Alaska Peninsula Index Communities,210
4.4622,Southeast,Sockeye Salmon [Rod and Reel],115000002,Ind.,Index Communities Year 1,210
4.4622,Southeast,Sockeye Salmon [Rod and Reel],115000002,Ind.,Index Communities Year 2 (Southeast AK),210
4.4622,Southeast,Sockeye Salmon [Rod and Reel],115000002,Ind.,Southeast Index Communities,210
4.6324,Southeast,Sockeye Salmon [Rod and Reel],115000002,Ind.,Alaska Peninsula Index Communities,210
4.6324,Southeast,Sockeye Salmon [Rod and Reel],115000002,Ind.,Index Communities Year 1,210
4.6324,Southeast,Sockeye Salmon [Rod and Reel],115000002,Ind.,Index Communities Year 2 (Southeast AK),210
4.6324,Southeast,Sockeye Salmon [Rod and Reel],115000002,Ind.,Southeast Index Communities,210
4.292,Southeast,Sockeye Salmon [Rod and Reel],115000002,Ind.,Chilkat Chinook Salmon Ethnography,219
4.1882415,Southeast,Sockeye Salmon [Rod and Reel],115000002,Ind.,Hoonah Lands Partnership,243
3.2264,Southeast,Sockeye Salmon [Rod and Reel],115000002,Ind.,NPRB Yakutat Comprehensive,251
5,Southeast,Sockeye Salmon [Other Gear],115000003,Ind.,Southeast Timber 1984/1985,13
5.6,Southeast,Sockeye Salmon [Other Gear],115000003,Ind.,Southeast Timber 1984/1985,13
4.3,Southeast,Sockeye Salmon [Other Gear],115000003,Ind.,Tongass Resource Use Cooperative Study 1987,15
6,Southeast,Sockeye Salmon [Other Gear],115000003,Ind.,Haines/Klukwan 1983,49
5.5,Southeast,Sockeye Salmon [Other Gear],115000003,Ind.,Southeast Timber 1985/1986,50
5.6,Southeast,Sockeye Salmon [Other Gear],115000003,Ind.,Southeast Timber 1985/1986,50
4.74,Southeast,Sockeye Salmon [Other Gear],115000003,Ind.,Southeast Harvest Update 1996,105
5,Southeast,Sockeye Salmon [Other Gear],115000003,Ind.,Southeast Harvest Update 1996,105
4.74,Southeast,Sockeye Salmon [Other Gear],115000003,Ind.,Prince of Wales 1997/1998,114
4.51,Southeast,Sockeye Salmon [Other Gear],115000003,Ind.,Prince of Wales 1998/1999,125
4.46,Southeast,Sockeye Salmon [Other Gear],115000003,Ind.,Yakutat Household Survey 2000,137
4.4622,Southeast,Sockeye Salmon [Other Gear],115000003,Ind.,Alaska Peninsula Index Communities,210
4.4622,Southeast,Sockeye Salmon [Other Gear],115000003,Ind.,Index Communities Year 1,210
4.4622,Southeast,Sockeye Salmon [Other Gear],115000003,Ind.,Index Communities Year 2 (Southeast AK),210
4.4622,Southeast,Sockeye Salmon [Other Gear],115000003,Ind.,Southeast Index Communities,210
4.6324,Southeast,Sockeye Salmon [Other Gear],115000003,Ind.,Alaska Peninsula Index Communities,210
4.6324,Southeast,Sockeye Salmon [Other Gear],115000003,Ind.,Index Communities Year 1,210
4.6324,Southeast,Sockeye Salmon [Other Gear],115000003,Ind.,Index Communities Year 2 (Southeast AK),210
4.6324,Southeast,Sockeye Salmon [Other Gear],115000003,Ind.,Southeast Index Communities,210
4.292,Southeast,Sockeye Salmon [Other Gear],115000003,Ind.,Chilkat Chinook Salmon Ethnography,219
4.1882415,Southeast,Sockeye Salmon [Other Gear],115000003,Ind.,Hoonah Lands Partnership,243
3.2264,Southeast,Sockeye Salmon [Other Gear],115000003,Ind.,NPRB Yakutat Comprehensive,251
7,Southeast,Salmon Roe,118000000,Gal.,Chilkat Chinook Salmon Ethnography,219
7,Southeast,Salmon Roe [Rod and Reel],118000002,Gal.,Chilkat Chinook Salmon Ethnography,219
7,Southeast,Salmon Roe [Other Gear],118000003,Gal.,Chilkat Chinook Salmon Ethnography,219
6.1,Southeast,Unknown Salmon,119000000,Ind.,Southeast Timber 1984/1985,13
6,Southeast,Unknown Salmon,119000000,Ind.,Southeast Harvest Update 1996,105
6.42,Southeast,Unknown Salmon,119000000,Ind.,Southeast Harvest Update 1996,105
6.42,Southeast,Unknown Salmon,119000000,Ind.,Prince of Wales 1997/1998,114
6.42,Southeast,Unknown Salmon,119000000,Ind.,Prince of Wales 1998/1999,125
0,Southeast,Unknown Salmon,119000000,Ind.,Yakutat Household Survey 2000,137
5.0241337,Southeast,Unknown Salmon,119000000,Ind.,Alaska Peninsula Index Communities,210
5.0241337,Southeast,Unknown Salmon,119000000,Ind.,Index Communities Year 1,210
5.0241337,Southeast,Unknown Salmon,119000000,Ind.,Index Communities Year 2 (Southeast AK),210
5.0241337,Southeast,Unknown Salmon,119000000,Ind.,Southeast Index Communities,210
5.447126,Southeast,Unknown Salmon,119000000,Ind.,Alaska Peninsula Index Communities,210
5.447126,Southeast,Unknown Salmon,119000000,Ind.,Index Communities Year 1,210
5.447126,Southeast,Unknown Salmon,119000000,Ind.,Index Communities Year 2 (Southeast AK),210
5.447126,Southeast,Unknown Salmon,119000000,Ind.,Southeast Index Communities,210
5.0241337,Southeast,Unknown Salmon,119000000,Ind.,Chilkat Chinook Salmon Ethnography,219
3.9308503,Southeast,Unknown Salmon,119000000,Ind.,NPRB Yakutat Comprehensive,251
6,Southeast,Unknown Salmon [CF Retention],119000001,Ind.,Southeast Harvest Update 1996,105
6.42,Southeast,Unknown Salmon [CF Retention],119000001,Ind.,Southeast Harvest Update 1996,105
6.42,Southeast,Unknown Salmon [CF Retention],119000001,Ind.,Prince of Wales 1997/1998,114
6,Southeast,Unknown Salmon [CF Retention],119000001,Ind.,Prince of Wales 1998/1999,125
0,Southeast,Unknown Salmon [CF Retention],119000001,Ind.,Yakutat Household Survey 2000,137
3.9308503,Southeast,Unknown Salmon [CF Retention],119000001,Ind.,NPRB Yakutat Comprehensive,251
6.1,Southeast,Unknown Salmon [Rod and Reel],119000002,Ind.,Southeast Timber 1984/1985,13
6,Southeast,Unknown Salmon [Rod and Reel],119000002,Ind.,Southeast Harvest Update 1996,105
6.42,Southeast,Unknown Salmon [Rod and Reel],119000002,Ind.,Southeast Harvest Update 1996,105
6.42,Southeast,Unknown Salmon [Rod and Reel],119000002,Ind.,Prince of Wales 1997/1998,114
6.42,Southeast,Unknown Salmon [Rod and Reel],119000002,Ind.,Prince of Wales 1998/1999,125
0,Southeast,Unknown Salmon [Rod and Reel],119000002,Ind.,Yakutat Household Survey 2000,137
5.0241337,Southeast,Unknown Salmon [Rod and Reel],119000002,Ind.,Alaska Peninsula Index Communities,210
5.0241337,Southeast,Unknown Salmon [Rod and Reel],119000002,Ind.,Index Communities Year 1,210
5.0241337,Southeast,Unknown Salmon [Rod and Reel],119000002,Ind.,Index Communities Year 2 (Southeast AK),210
5.0241337,Southeast,Unknown Salmon [Rod and Reel],119000002,Ind.,Southeast Index Communities,210
5.447126,Southeast,Unknown Salmon [Rod and Reel],119000002,Ind.,Alaska Peninsula Index Communities,210
5.447126,Southeast,Unknown Salmon [Rod and Reel],119000002,Ind.,Index Communities Year 1,210
5.447126,Southeast,Unknown Salmon [Rod and Reel],119000002,Ind.,Index Communities Year 2 (Southeast AK),210
5.447126,Southeast,Unknown Salmon [Rod and Reel],119000002,Ind.,Southeast Index Communities,210
5.0241337,Southeast,Unknown Salmon [Rod and Reel],119000002,Ind.,Chilkat Chinook Salmon Ethnography,219
