"","Project_Name","Site_Year_Code","Habitat","Taxa_lvl1","Taxa_lvl2","Taxa_lvl3","Taxa_lvl4","Taxa_lvl5","Resource_Code","Resource_Name","Sampled_households","Est_Num_Community_Households","Sampled_Population","Est_Comm_Population","Most_Rep_Year","Conversion_Units_To_Pounds","Resource_Harvest_Units","Percent_Using","Percent_Attempting_to_Harvest","Percent_Harvesting","Percent_Receiving","Percent_Giving","Reported_Pounds_Harvested","Estimated_Total_Pounds_Harvested","Lower_Pounds_Harvested","Upper_Pounds_Harvested","Mean_Pounds_Per_Household","Percapita_Pounds_Harvested","Number_Of_Resource_Harvested","Estimated_Amount_Harvested","Percent_Of_Total_Harvest","Mean_Grams_Per_Capita_Use","Mean_Pounds_Per_Capita_Use","Mean_Grams_Percapita_Harvest"
"94","MMSII 1991","Port Graham_1991","Marine","Fish","Non-Salmon Fish","Shark","Shark","Shark","123200000","Shark",49,58,136,161,"No",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"95","MMSII 1993","Port Graham_1993","Marine","Fish","Non-Salmon Fish","Shark","Shark","Shark","123200000","Shark",51,61,146,173.6,"No",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"96","Gulf of Alaska 1990","Port Graham_1990","Marine","Fish","Non-Salmon Fish","Sole","Sole","Sole","123600000","Sole",46,55,137,163.8,"No",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"97","MMSII 1992","Port Graham_1992","Marine","Fish","Non-Salmon Fish","Sole","Sole","Sole","123600000","Sole",48,58,138,166.8,"No",1,"Ind.",0.063,0.042,0.042,0.021,0.042,20,24,10,38,0.417,0.14,20,24,5.277625e-06,2.7615829,2.222222,0.17397973
"98","MMSII 1992","Port Graham_1992","Freshwater_Anadromous","Fish","Non-Salmon Fish","Pike","Pike","Pike","125400000","Pike",48,58,138,166.8,"No",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"99","MMSII 1993","Port Graham_1993","Freshwater_Anadromous","Fish","Non-Salmon Fish","Pike","Pike","Pike","125400000","Pike",51,61,146,173.6,"No",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"100","MMSII 1992","Port Graham_1992","Freshwater_Anadromous","Fish","Non-Salmon Fish","Sheefish","Sheefish","Sheefish","125600000","Sheefish",48,58,138,166.8,"No",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"101","MMSII 1993","Port Graham_1993","Freshwater_Anadromous","Fish","Non-Salmon Fish","Sheefish","Sheefish","Sheefish","125600000","Sheefish",51,61,146,173.6,"No",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"102","MMSII 1993","Port Graham_1993","Freshwater_Anadromous","Fish","Non-Salmon Fish","Sturgeon","Sturgeon","Sturgeon","125800000","Sturgeon",51,61,146,173.6,"No",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"103","Chenega/San Juan Bay 1984","Port San Juan (Evans Island)_1984","Freshwater_Anadromous","Fish","Non-Salmon Fish","Trout","Trout","Trout","126200000","Trout",6,6,17,17,"Yes",1.4,"Ind.",0.333,0.5,0.333,0,0.333,58.8,59,NA,NA,9.8,3.47,42,42,0.0001387256,12.949585,10.420421,4.312212
"104","Tatitlek 1987/1988","Tatitlek_1987","Freshwater_Anadromous","Fish","Non-Salmon Fish","Smelt","Smelt","Smelt","120400000","Smelt",19,31,76,124,"No",NA,NA,0.21100001,0,0,0.21100001,0.053000003,0,0,0,0,0,0,0,0,0,NA,NA,NA
"105","Tatitlek 1987/1988","Tatitlek_1988","Freshwater_Anadromous","Fish","Non-Salmon Fish","Smelt","Smelt","Smelt","120400000","Smelt",21,28,76,101.3,"No",3.5,"Gal.",0.286,0.095,0.095,0.23799999,0.095,21,28,5,51,1,0.28,6,8,4.294215e-06,1.2166414,0.97902095,0.34795946
"106","Tatitlek 1987/1988","Tatitlek_1987","Marine","Fish","Non-Salmon Fish","Flounder","Flounder","Flounder","121400000","Flounder",19,31,76,124,"No",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"107","Tatitlek 1987/1988","Tatitlek_1988","Marine","Fish","Non-Salmon Fish","Flounder","Flounder","Flounder","121400000","Flounder",21,28,76,101.3,"No",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"108","Prince William Sound 1989","Tatitlek_1989","Marine","Fish","Non-Salmon Fish","Flounder","Flounder","Flounder","121400000","Flounder",22,28,87,110.7,"No",3,"Ind.",0.045,0.045,0.045,0,0,6,8,1,15,0.273,0.07,2,3,3.3631816e-06,1.9331081,1.5555556,0.086989865
"109","Gulf of Alaska 1990","Tatitlek_1990","Marine","Fish","Non-Salmon Fish","Flounder","Flounder","Flounder","121400000","Flounder",17,28,75,123.5,"No",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"110","Gulf of Alaska 1990","Tatitlek_1990","Marine","Fish","Non-Salmon Fish","Sculpin","Irish Lord","Irish Lord","123006000","Irish Lord",17,28,75,123.5,"No",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"111","MMSII 1993","Tatitlek_1993","Marine","Fish","Non-Salmon Fish","Sculpin","Irish Lord","Irish Lord","123006000","Irish Lord",20,28,69,96.6,"No",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"112","Gulf of Alaska 1990","Tatitlek_1990","Marine","Fish","Non-Salmon Fish","Shark","Shark","Shark","123200000","Shark",17,28,75,123.5,"No",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"113","Tatitlek 1987/1988","Tatitlek_1987","Marine","Fish","Non-Salmon Fish","Sole","Sole","Sole","123600000","Sole",19,31,76,124,"No",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"114","Tatitlek 1987/1988","Tatitlek_1988","Marine","Fish","Non-Salmon Fish","Sole","Sole","Sole","123600000","Sole",21,28,76,101.3,"No",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"115","Gulf of Alaska 1990","Tatitlek_1990","Marine","Fish","Non-Salmon Fish","Sole","Sole","Sole","123600000","Sole",17,28,75,123.5,"No",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"116","MMSII 1991","Tatitlek_1991","Freshwater_Anadromous","Fish","Non-Salmon Fish","Pike","Pike","Pike","125400000","Pike",19,27,76,108,"No",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"117","MMSII 1993","Tatitlek_1993","Freshwater_Anadromous","Fish","Non-Salmon Fish","Pike","Pike","Pike","125400000","Pike",20,28,69,96.6,"No",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"118","MMSII 1991","Tatitlek_1991","Freshwater_Anadromous","Fish","Non-Salmon Fish","Sheefish","Sheefish","Sheefish","125600000","Sheefish",19,27,76,108,"No",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"119","MMSII 1993","Tatitlek_1993","Freshwater_Anadromous","Fish","Non-Salmon Fish","Sheefish","Sheefish","Sheefish","125600000","Sheefish",20,28,69,96.6,"No",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"120","MMSII 1991","Tatitlek_1991","Freshwater_Anadromous","Fish","Non-Salmon Fish","Sturgeon","Sturgeon","Sturgeon","125800000","Sturgeon",19,27,76,108,"No",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"121","MMSII 1993","Tatitlek_1993","Freshwater_Anadromous","Fish","Non-Salmon Fish","Sturgeon","Sturgeon","Sturgeon","125800000","Sturgeon",20,28,69,96.6,"No",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"122","MMSII 1992","Valdez_1992","Marine","Fish","Non-Salmon Fish","Sculpin","Sculpin","Sculpin","123000000","Sculpin",100,1257,297,3733.3,"Yes",0.5,"Ind.",0.01,0.01,0.01,0,0.01,1,13,-11,37,0.01,0,2,25,3.3671952e-07,NA,NA,NA
"123","MMSII 1992","Valdez_1992","Marine","Fish","Non-Salmon Fish","Sculpin","Irish Lord","Irish Lord","123006000","Irish Lord",100,1257,297,3733.3,"Yes",0.5,"Ind.",0.01,0.01,0.01,0,0.01,1,13,-11,37,0.01,0,2,25,3.3671952e-07,NA,NA,NA
"124","MMSII 1993","Valdez_1993","Marine","Fish","Non-Salmon Fish","Sculpin","Irish Lord","Irish Lord","123006000","Irish Lord",35,1257,104,3735.1,"No",0.5,"Ind.",0.029000001,0.029000001,0.029000001,0,0,3,108,-97,313,0.086,0.03,6,215,3.638434e-06,1.2855644,1.0344827,0.037281368
"125","MMSII 1992","Valdez_1992","Marine","Fish","Non-Salmon Fish","Sole","Sole","Sole","123600000","Sole",100,1257,297,3733.3,"Yes",1,"Ind.",0.01,0.01,0.01,0,0.01,5,63,-55,181,0.05,0.02,5,63,1.6317946e-06,2.4854245,2,0.024854247
"126","MMSII 1991","Valdez_1991","Freshwater_Anadromous","Fish","Non-Salmon Fish","Pike","Pike","Pike","125400000","Pike",100,1231,330,4062.3,"No",3,"Ind.",0.02,0.02,0.02,0,0,39,480,-355,1315,0.39,0.12,13,160,1.3445717e-05,7.456274,6,0.14912547
"127","MMSII 1992","Valdez_1992","Freshwater_Anadromous","Fish","Non-Salmon Fish","Pike","Pike","Pike","125400000","Pike",100,1257,297,3733.3,"Yes",3,"Ind.",0.01,0.01,0.01,0,0,12,151,-133,435,0.12,0.04,4,50,3.911127e-06,4.970849,4,0.049708493
"128","MMSII 1993","Valdez_1993","Freshwater_Anadromous","Fish","Non-Salmon Fish","Pike","Pike","Pike","125400000","Pike",35,1257,104,3735.1,"No",3,"Ind.",0.029000001,0.029000001,0.029000001,0,0.029000001,12,431,-390,1252,0.343,0.12,4,144,1.45200465e-05,5.1422577,4.137931,0.14912547
"129","MMSII 1991","Valdez_1991","Freshwater_Anadromous","Fish","Non-Salmon Fish","Sheefish","Sheefish","Sheefish","125600000","Sheefish",100,1231,330,4062.3,"No",5.5,"Ind.",0.01,0.01,0.01,0,0,33,406,-357,1169,0.33,0.1,6,74,1.13728365e-05,12.427123,10,0.12427124
"130","MMSII 1993","Valdez_1993","Freshwater_Anadromous","Fish","Non-Salmon Fish","Sheefish","Sheefish","Sheefish","125600000","Sheefish",35,1257,104,3735.1,"No",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"131","MMSII 1991","Valdez_1991","Freshwater_Anadromous","Fish","Non-Salmon Fish","Sturgeon","Sturgeon","Sturgeon","125800000","Sturgeon",100,1231,330,4062.3,"No",34,"Ind.",0.01,0.01,0.01,0,0,34,419,-367,1205,0.34,0.1,1,12,1.173699e-05,12.427123,10,0.12427124
"132","MMSII 1992","Valdez_1992","Freshwater_Anadromous","Fish","Non-Salmon Fish","Sturgeon","Sturgeon","Sturgeon","125800000","Sturgeon",100,1257,297,3733.3,"Yes",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"133","MMSII 1993","Valdez_1993","Freshwater_Anadromous","Fish","Non-Salmon Fish","Sturgeon","Sturgeon","Sturgeon","125800000","Sturgeon",35,1257,104,3735.1,"No",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"134","Upper Kenai 1990","Whittier_1990","Marine","Fish","Non-Salmon Fish","Flounder","Flounder","Flounder","121400000","Flounder",56,103,150,279.1,"Yes",NA,NA,0.021,0,0,0.021,0,NA,0,0,0,0,0,NA,0,0,NA,NA,NA
"135","Upper Kenai 1990","Whittier_1990","Marine","Fish","Non-Salmon Fish","Sculpin","Irish Lord","Irish Lord","123006000","Irish Lord",56,103,150,279.1,"Yes",NA,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,NA,NA,NA
"136","Upper Kenai 1990","Whittier_1990","Marine","Fish","Non-Salmon Fish","Shark","Shark","Shark","123200000","Shark",56,103,150,279.1,"Yes",NA,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,NA,NA,NA
"137","Upper Kenai 1990","Whittier_1990","Marine","Fish","Non-Salmon Fish","Sole","Sole","Sole","123600000","Sole",56,103,150,279.1,"Yes",NA,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,NA,NA,NA
"138","Upper Kenai 1990","Whittier_1990","Marine","Fish","Non-Salmon Fish","Tuna_Mackerel","Tuna_Mackerel","Tuna_Mackerel","124000000","Tuna/Mackerel",56,103,150,279.1,"Yes",NA,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,NA,NA,NA
"139","Upper Kenai 1990","Whittier_1990","Freshwater_Anadromous","Fish","Non-Salmon Fish","Pike","Pike","Pike","125400000","Pike",56,103,150,279.1,"Yes",NA,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,NA,NA,NA
"140","Upper Kenai 1990","Whittier_1990","Freshwater_Anadromous","Fish","Non-Salmon Fish","Whitefish","Whitefish","Whitefish","126400000","Whitefish",56,103,150,279.1,"Yes",NA,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,NA,NA,NA
"141","Chenega/San Juan Bay 1984","Chenega_1984","Freshwater_Anadromous","Fish","Salmon","Oncorhynchus","Oncorhynchus","Chum Salmon","111000000","Chum Salmon",16,16,57,57,"No",6.7,"Ind.",0.688,0.5,0.438,0.313,0.375,469,469,469,469,29.313,8.23,70,70,0.0002600499,14.865583,11.962208,10.227522
"142","Chenega Bay 1985","Chenega_1985","Freshwater_Anadromous","Fish","Salmon","Oncorhynchus","Oncorhynchus","Chum Salmon","111000000","Chum Salmon",16,17,57,60.6,"No",6.73,"Ind.",0.75,0.56299996,0.56299996,0.188,0.313,780.68,829,711,947,48.792,13.69,116,123,0.00036494102,22.683641,18.253332,17.012732
"143","Prince William Sound 1989","Chenega_1989","Freshwater_Anadromous","Fish","Salmon","Oncorhynchus","Oncorhynchus","Chum Salmon","111000000","Chum Salmon",18,21,63,73.6,"No",6.43,"Ind.",0.556,0.556,0.5,0.055999998,0.333,1215.27,1418,958,1878,67.515,19.29,189,221,0.001300798,43.114967,34.69425,23.971922
"144","Gulf of Alaska 1990","Chenega_1990","Freshwater_Anadromous","Fish","Salmon","Oncorhynchus","Oncorhynchus","Chum Salmon","111000000","Chum Salmon",18,21,66,77,"No",6.96,"Ind.",0.333,0.222,0.222,0.16700001,0.16700001,791.77,924,570,1278,43.987,12,113.76,133,0.0008769932,44.78243,36.036037,14.912548
"145","MMSII 1991","Chenega_1991","Freshwater_Anadromous","Fish","Salmon","Oncorhynchus","Oncorhynchus","Chum Salmon","111000000","Chum Salmon",18,22,66,80.7,"No",6.19,"Ind.",0.38900003,0.278,0.278,0.16700001,0.222,2742.17,3352,1209,5495,152.343,41.55,443,541,0.001203461,132.737,106.81233,51.634697
"146","MMSII 1992","Chenega_1992","Freshwater_Anadromous","Fish","Salmon","Oncorhynchus","Oncorhynchus","Chum Salmon","111000000","Chum Salmon",23,26,80,90.4,"No",5.61,"Ind.",0.565,0.478,0.478,0.261,0.435,2002.77,2264,1752,2776,87.077,25.03,357,404,0.00060411997,55.053257,44.300888,31.105091
"147","MMSII 1993","Chenega_1993","Freshwater_Anadromous","Fish","Salmon","Oncorhynchus","Oncorhynchus","Chum Salmon","111000000","Chum Salmon",23,28,83,101,"No",4.85,"Ind.",0.65199995,0.522,0.522,0.478,0.435,1173.7,1429,1115,1743,51.03,14.14,242,295,0.0005138624,26.95085,21.687119,17.571953
"148","EVOSTC Gulf of Alaska 1997","Chenega_1997","Freshwater_Anadromous","Fish","Salmon","Oncorhynchus","Oncorhynchus","Chum Salmon","111000000","Chum Salmon",15,21,42,58.8,"No",6.07,"Ind.",0.8,0.73300004,0.73300004,0.467,0.6,3521.39,4930,2668,7192,234.76,83.84,580.1,812,0.001453377,130.23625,104.799995,104.188995
"149","EVOS 15 Year retrospective","Chenega_2003","Freshwater_Anadromous","Fish","Salmon","Oncorhynchus","Oncorhynchus","Chum Salmon","111000000","Chum Salmon",16,20,45,56.3,"No",5.19,"Ind.",0.75,0.5625,0.5,0.5,0.5625,1250.8,1563.5,1250.8,2096.986,78.175,27.795555,265,331.25,0.059053726,46.05584,37.06074,34.541878
"150","EVOS Update 2014 (PWS)","Chenega_2014","Freshwater_Anadromous","Fish","Salmon","Oncorhynchus","Oncorhynchus","Chum Salmon","111000000","Chum Salmon",12,17,25,35.4,"Yes",5.6388,"Ind.",0.5,0.417,0.417,0.083000004,0.083000004,772.5,1094.4,772.5,1869.2352,64.4,30.900595,137,194.1,0.12100001,76.8011,61.80119,38.40055
"151","Chenega/San Juan Bay 1984","Chenega_1984","Freshwater_Anadromous","Fish","Salmon","Oncorhynchus","Oncorhynchus","Coho Salmon","112000000","Coho Salmon",16,16,57,57,"No",7.8,"Ind.",0.75,0.5,0.438,0.375,0.438,1053,1053,1053,1053,65.813,18.47,135,135,0.0005838647,30.60386,24.626665,22.952896
"152","Chenega Bay 1985","Chenega_1985","Freshwater_Anadromous","Fish","Salmon","Oncorhynchus","Oncorhynchus","Coho Salmon","112000000","Coho Salmon",16,17,57,60.6,"No",7.65,"Ind.",0.75,0.56299996,0.5,0.375,0.313,1415.25,1504,1242,1766,88.453,24.83,185,197,0.0006620884,41.142063,33.106667,30.856546
"153","Prince William Sound 1989","Chenega_1989","Freshwater_Anadromous","Fish","Salmon","Oncorhynchus","Oncorhynchus","Coho Salmon","112000000","Coho Salmon",18,21,63,73.6,"No",6.15,"Ind.",0.222,0.055999998,0.055999998,0.16700001,0.111,123,143,37,249,6.833,1.95,20,23,0.00013118063,10.915716,8.783784,2.423289
"154","Gulf of Alaska 1990","Chenega_1990","Freshwater_Anadromous","Fish","Salmon","Oncorhynchus","Oncorhynchus","Coho Salmon","112000000","Coho Salmon",18,21,66,77,"No",6.83,"Ind.",0.333,0.222,0.222,0.111,0.111,269.72,315,159,471,14.984,4.09,39.49,46,0.00029897495,15.263345,12.282283,5.0826936
"155","MMSII 1991","Chenega_1991","Freshwater_Anadromous","Fish","Salmon","Oncorhynchus","Oncorhynchus","Coho Salmon","112000000","Coho Salmon",18,22,66,80.7,"No",6.14,"Ind.",0.556,0.444,0.444,0.444,0.222,1149.04,1404,1032,1776,63.836,17.4,187.14,229,0.00050407497,38.890636,31.294964,21.623194
"156","MMSII 1992","Chenega_1992","Freshwater_Anadromous","Fish","Salmon","Oncorhynchus","Oncorhynchus","Coho Salmon","112000000","Coho Salmon",23,26,80,90.4,"No",5.93,"Ind.",0.739,0.304,0.304,0.565,0.261,1108.91,1254,829,1679,48.213,13.87,187,211,0.00033461413,23.323978,18.768606,17.23642
"157","MMSII 1993","Chenega_1993","Freshwater_Anadromous","Fish","Salmon","Oncorhynchus","Oncorhynchus","Coho Salmon","112000000","Coho Salmon",23,28,83,101,"No",5.44,"Ind.",0.739,0.478,0.478,0.65199995,0.435,1642.88,2000,1506,2494,71.43,19.79,302,368,0.0007191917,33.27913,26.779432,24.593279
"158","EVOSTC Gulf of Alaska 1997","Chenega_1997","Freshwater_Anadromous","Fish","Salmon","Oncorhynchus","Oncorhynchus","Coho Salmon","112000000","Coho Salmon",15,21,42,58.8,"No",6.44,"Ind.",0.667,0.6,0.467,0.467,0.4,734.16,1028,561,1495,48.94,17.48,114,160,0.0003030571,32.567635,26.206898,21.72261
"159","EVOS 15 Year retrospective","Chenega_2003","Freshwater_Anadromous","Fish","Salmon","Oncorhynchus","Oncorhynchus","Coho Salmon","112000000","Coho Salmon",16,20,45,56.3,"No",6.29,"Ind.",0.9375,0.625,0.5625,0.75,0.8125,2987.75,3734.6875,2987.75,4879.4717,186.73438,66.39445,475,593.75,0.14105995,88.00981,70.82074,82.50919
"160","EVOS Update 2014 (PWS)","Chenega_2014","Freshwater_Anadromous","Fish","Salmon","Oncorhynchus","Oncorhynchus","Coho Salmon","112000000","Coho Salmon",12,17,25,35.4,"Yes",6.06,"Ind.",0.75,0.5,0.5,0.417,0.333,400,566.6,400,869.1644,33.3,15.998384,66,93.5,0.063,26.50852,21.33118,19.88139
"161","Chenega/San Juan Bay 1984","Chenega_1984","Freshwater_Anadromous","Fish","Salmon","Oncorhynchus","Oncorhynchus","Chinook Salmon","113000000","Chinook Salmon",16,16,57,57,"No",20.9,"Ind.",0.688,0.25,0.25,0.438,0.438,898.7,899,899,899,56.169,15.77,43,43,0.00049847516,28.484844,22.92151,19.597574
"162","Chenega Bay 1985","Chenega_1985","Freshwater_Anadromous","Fish","Salmon","Oncorhynchus","Oncorhynchus","Chinook Salmon","113000000","Chinook Salmon",16,17,57,60.6,"No",19.44,"Ind.",0.625,0.375,0.375,0.25,0.25,835.92,888,708,1068,52.245,14.66,43,46,0.0003909139,29.14906,23.456,18.218163
"163","Prince William Sound 1989","Chenega_1989","Freshwater_Anadromous","Fish","Salmon","Oncorhynchus","Oncorhynchus","Chinook Salmon","113000000","Chinook Salmon",18,21,63,73.6,"No",19.08,"Ind.",0.222,0.111,0.111,0.111,0.055999998,57.24,67,31,103,3.18,0.91,3,4,6.1462255e-05,5.094001,4.099099,1.1308682
"164","Gulf of Alaska 1990","Chenega_1990","Freshwater_Anadromous","Fish","Salmon","Oncorhynchus","Oncorhynchus","Chinook Salmon","113000000","Chinook Salmon",18,21,66,77,"No",18.58,"Ind.",0.278,0.055999998,0.055999998,0.222,0.055999998,371.6,434,113,755,20.644,5.64,20,23,0.00041192104,25.211863,20.28777,7.0088973
"165","MMSII 1991","Chenega_1991","Freshwater_Anadromous","Fish","Salmon","Oncorhynchus","Oncorhynchus","Chinook Salmon","113000000","Chinook Salmon",18,22,66,80.7,"No",16.36,"Ind.",0.38900003,0.222,0.222,0.222,0.111,441.72,540,270,810,24.54,6.69,27,33,0.00019387499,21.372095,17.197943,8.3137455
"166","MMSII 1992","Chenega_1992","Freshwater_Anadromous","Fish","Salmon","Oncorhynchus","Oncorhynchus","Chinook Salmon","113000000","Chinook Salmon",23,26,80,90.4,"No",18.04,"Ind.",0.435,0.13,0.13,0.348,0.13,324.72,367,187,547,14.118,4.06,18,20,9.792934e-05,11.598648,9.333333,5.045412
"167","MMSII 1993","Chenega_1993","Freshwater_Anadromous","Fish","Salmon","Oncorhynchus","Oncorhynchus","Chinook Salmon","113000000","Chinook Salmon",23,28,83,101,"No",15.5,"Ind.",0.478,0.21700001,0.174,0.304,0.304,294.5,359,200,518,12.804,3.55,19,23,0.0001290949,9.229349,7.4267783,4.4116287
"168","EVOSTC Gulf of Alaska 1997","Chenega_1997","Freshwater_Anadromous","Fish","Salmon","Oncorhynchus","Oncorhynchus","Chinook Salmon","113000000","Chinook Salmon",15,21,42,58.8,"No",16.16,"Ind.",0.73300004,0.667,0.667,0.73300004,0.533,2198.12,3077,2076,4079,146.54,52.34,136,190,0.00090710766,88.7361,71.40518,65.043564
"169","EVOS 15 Year retrospective","Chenega_2003","Freshwater_Anadromous","Fish","Salmon","Oncorhynchus","Oncorhynchus","Chinook Salmon","113000000","Chinook Salmon",16,20,45,56.3,"No",16.41,"Ind.",0.75,0.5625,0.375,0.6875,0.625,1755.87,2194.8374,1755.87,3436.637,109.741875,39.019333,107,133.75,0.08289948,64.653076,52.025776,48.489807
"170","EVOS Update 2014 (PWS)","Chenega_2014","Freshwater_Anadromous","Fish","Salmon","Oncorhynchus","Oncorhynchus","Chinook Salmon","113000000","Chinook Salmon",12,17,25,35.4,"Yes",12.7368,"Ind.",0.667,0.417,0.25,0.417,0.25,152.8,216.5,152.8,429.969,12.7,6.1136584,12,17,0.024,11.396277,9.170487,7.5975184
"171","Chenega/San Juan Bay 1984","Chenega_1984","Freshwater_Anadromous","Fish","Salmon","Oncorhynchus","Oncorhynchus","Pink Salmon","114000000","Pink Salmon",16,16,57,57,"No",2.6,"Ind.",0.813,0.688,0.688,0.25,0.5,670.8,671,671,671,41.925,11.77,258,258,0.00037205435,17.99105,14.477244,14.626724
"172","Chenega Bay 1985","Chenega_1985","Freshwater_Anadromous","Fish","Salmon","Oncorhynchus","Oncorhynchus","Pink Salmon","114000000","Pink Salmon",16,17,57,60.6,"No",2.48,"Ind.",0.813,0.625,0.56299996,0.313,0.438,709.28,754,633,875,44.33,12.45,286,304,0.00033192465,19.030464,15.313652,15.471768
"173","Prince William Sound 1989","Chenega_1989","Freshwater_Anadromous","Fish","Salmon","Oncorhynchus","Oncorhynchus","Pink Salmon","114000000","Pink Salmon",18,21,63,73.6,"No",2.55,"Ind.",0.72199994,0.667,0.667,0.111,0.5,2203.2,2570,1890,3250,122.4,34.97,864,1008,0.0023575819,60.190655,48.434906,43.457653
"174","Gulf of Alaska 1990","Chenega_1990","Freshwater_Anadromous","Fish","Salmon","Oncorhynchus","Oncorhynchus","Pink Salmon","114000000","Pink Salmon",18,21,66,77,"No",2.19,"Ind.",0.611,0.5,0.5,0.16700001,0.278,497.5,580,370,790,27.639,7.53,227.17,265,0.00055049354,15.315261,12.3240595,9.357624
"175","MMSII 1991","Chenega_1991","Freshwater_Anadromous","Fish","Salmon","Oncorhynchus","Oncorhynchus","Pink Salmon","114000000","Pink Salmon",18,22,66,80.7,"No",1.86,"Ind.",0.611,0.5,0.5,0.278,0.38900003,1247.5,1525,670,2380,69.306,18.9,670.7,820,0.0005475173,38.440693,30.932898,23.487263
"176","MMSII 1992","Chenega_1992","Freshwater_Anadromous","Fish","Salmon","Oncorhynchus","Oncorhynchus","Pink Salmon","114000000","Pink Salmon",23,26,80,90.4,"No",2.46,"Ind.",0.91300005,0.696,0.696,0.565,0.522,2757.66,3117,2419,3815,119.898,34.47,1121,1267,0.0008317323,46.918175,37.754654,42.836296
"177","MMSII 1993","Chenega_1993","Freshwater_Anadromous","Fish","Salmon","Oncorhynchus","Oncorhynchus","Pink Salmon","114000000","Pink Salmon",23,28,83,101,"No",2.07,"Ind.",0.609,0.565,0.478,0.435,0.39099997,1140.57,1389,942,1836,49.59,13.75,551,671,0.0004994786,28.057955,22.577995,17.087294
"178","EVOSTC Gulf of Alaska 1997","Chenega_1997","Freshwater_Anadromous","Fish","Salmon","Oncorhynchus","Oncorhynchus","Pink Salmon","114000000","Pink Salmon",15,21,42,58.8,"No",2.68,"Ind.",0.8,0.73300004,0.73300004,0.4,0.467,1230.39,1723,1058,2387,82.03,29.29,459.1,643,0.00050794496,45.498806,36.612503,36.399044
"179","EVOS 15 Year retrospective","Chenega_2003","Freshwater_Anadromous","Fish","Salmon","Oncorhynchus","Oncorhynchus","Pink Salmon","114000000","Pink Salmon",16,20,45,56.3,"No",2.84,"Ind.",0.8125,0.5625,0.4375,0.6875,0.5625,707.56,884.45,707.56,1173.9867,44.2225,15.723556,266,332.5,0.033405866,24.049053,19.352068,19.539856
"180","EVOS Update 2014 (PWS)","Chenega_2014","Freshwater_Anadromous","Fish","Salmon","Oncorhynchus","Oncorhynchus","Pink Salmon","114000000","Pink Salmon",12,17,25,35.4,"Yes",2.4601,"Ind.",0.5,0.417,0.417,0.083000004,0,312.4,442.6,312.4,730.7326,26,12.497296,127,179.9,0.049000002,31.061089,24.994593,15.530544
"181","Chenega/San Juan Bay 1984","Chenega_1984","Freshwater_Anadromous","Fish","Salmon","Oncorhynchus","Oncorhynchus","Sockeye Salmon","115000000","Sockeye Salmon",16,16,57,57,"No",4.6,"Ind.",0.688,0.313,0.313,0.5,0.5,533.6,534,534,534,33.35,9.37,116,116,0.00029609093,16.92473,13.619185,11.644215
